Sub Code,Street Name,Street Number,Historical Name,Construction Date,Condition 1,Condition 2,Date Listed,Long Report URL,Short Report URL,Map URL,Grade,Location,Point
List of Historical Resources,Victoria Avenue E,315,E.J. Blais House,1914,"With the following exterior elements:1) the south-facing, 2½-storey frame single-family dwelling on a raised foundation with horizontal wood siding and metal roofWith the following interior elements:1) pocket doors between the living room and dining room; 2) wood accenting on the main (east side) staircase; 3) wood moulding around windows and doors on the ground and second floors; and 4) hardwood floors on the ground and second floors",,11/04/2013,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Victoria-East-315-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Victoria-East-315-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=115903&js=y,III,"(49.896137373647555, -96.99692947924629)",POINT (-96.996929479246 49.896137373648)
List of Historical Resources,Portage Avenue,384,Boyd Building,1912,Exterior terra cotta to be preserved,,04/11/1981,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-384-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-384-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=3158&js=y,III,"(49.891977000452414, -97.14720089739941)",POINT (-97.147200897399 49.891977000452)
Commemorative List,East Gate,58,C.R. Stovel House,1895,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=184317&js=y,N/A,"(49.877475779810936, -97.15590975896893)",POINT (-97.155909758969 49.877475779811)
List of Historical Resources,West Gate,54,Ralph Connor House,1913,With the following interior elements:1) main floor interior; and 2) entrance foyer and circulation spaces,,20/06/1983,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/West-Gate-54-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/West-Gate-54-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=145985&js=y,II,"(49.877391184974314, -97.15921702666114)",POINT (-97.159217026661 49.877391184974)
List of Historical Resources,Princess Street,78,"Earn International Building (formerly Mackenzie and Powis Warehouse, 78-84 Princess St.)",1891,,,24/08/1998,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess78(78-84)-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-78-(78-84)-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=8746&js=y,III,"(49.89799228241821, -97.14278933815174)",POINT (-97.142789338152 49.897992282418)
Commemorative List,Higgins Avenue,114,Richelieu (King's) Hotel,1903,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=152053&js=y,N/A,"(49.903279783481175, -97.12607130698453)",POINT (-97.126071306985 49.903279783481)
List of Historical Resources,McDermot Avenue,246,Sures Building,1882,,,05/12/1983,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/McDermot-246-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/McDermot-246-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154402&js=y,III,"(49.89690159186333, -97.14068830939144)",POINT (-97.140688309391 49.896901591863)
Commemorative List,Bannerman Avenue,155,Tabernacle Baptist Church,1923,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=162383&js=y,N/A,"(49.92453818036882, -97.1236691918709)",POINT (-97.123669191871 49.924538180369)
List of Historical Resources,Bannatyne Avenue,141,MacKenzie Block,1903,,,15/01/1993,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Bannatyne141-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Bannatyne-141-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=148122&js=y,III,"(49.89773368357023, -97.13600147019771)",POINT (-97.136001470198 49.89773368357)
Commemorative List,Main Street,1023,House (Chesed Shel Emes Chapel),1905c,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=173286&js=y,N/A,"(49.91356088318034, -97.13168737949756)",POINT (-97.131687379498 49.91356088318)
List of Historical Resources,Portage Avenue,354,Carlton Building (Holt Renfrew Building),1912,,,10/09/2002,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-354-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-354-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=141753&js=y,III,"(49.89251507618203, -97.14551836180932)",POINT (-97.145518361809 49.892515076182)
List of Historical Resources,River Avenue,444,Augustine United Church,1903,"With the following exterior elements:1) the north-facing church located on River Avenue; 2) complex rectangular plan with Guild Hall/Sunday School building attached to the south end, squared bell tower with metal-clad spire in northeast corner, attached corner turret with conical roof, finial and slender stone spires in southwest corner; 3) the steep and complex gabled and cross-gabled roof structure; 4) exposed, roughly-dressed limestone cladding and buttresses with smooth-cut limestone accenting; and 5) pointed arch openings throughout featuring stained- and leaded-glass windows with delicate wooden tracery on the front (north), east and west elevationsWith the following interior elements:1) formal Auditorium plan featuring a raised choir loft at the south end of the sanctuary with pipe organ, wood plank floors sloping down to the front of the Sanctuary, curved wooden pews placed in radiating rows, and a U-shaped upper gallery along the north, east and west walls supported by delicate columns; 2) high ceilings with ribbed plaster, coved transepts and decorative medallion screens; and 3) curved staircases in northeast and northwest corners with decorative wood balustrades and newel posts",,02/10/2008,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/River444-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/River444-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=142851&js=y,II,"(49.879234646618094, -97.14552341984714)",POINT (-97.145523419847 49.879234646618)
List of Historical Resources,Selkirk Avenue,541,Merchant's Hotel (Steiman Block),1913,"With the following exterior elements:1) the rectangular three-storey Classical Revival Style building located on a corner lot with two primary facades of Menominee brick; 2) the largely original upper floors of the south and east facades featuring symmetrical bays separated by pilasters, each containing a trio of double-hung windows, all topped by a modillioned cornice, decorative entablature and stepped parapet with stone coping; 3) the north (rear) and west facades much plainer in design; 4) the rectangular window openings throughout, many embellished with stone lug sills; and 5) details including a modest main floor pediment and cornice, south-facing flag pole and limestone accenting throughout.With the following interior elements:1) none",,12/01/2016,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Selkirk541-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Selkirk541-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=180239&js=y,N/A,"(49.91639317516227, -97.14650222760552)",POINT (-97.146502227606 49.916393175162)
List of Historical Resources,Portage Avenue,515,"Wesley Hall, University of Winnipeg",1896,With the following interior elements:1) Convocation hall;2) Main entrance hallway and stairwell; and3) Manitoba College stained glass,,01/05/2001,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-515-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-515-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=185199&js=y,II,"(49.890892191953206, -97.15339512719255)",POINT (-97.153395127193 49.890892191953)
List of Historical Resources,Annabella Street,90,J.R. Watkins Company Factory & Warehouse,1918,"With the following exterior elements:1) eight-storey limestone, brick and concrete building with flat roof located on the west side of Annabella Street, its north façade facing the railway right-of-way, its south façade facing Higgins Avenue, its east façade facing Annabella Street and its west façade facing a parking lot; 2) all of its façades featuring dark hued brick cladding, ornamental brickwork, large rectilinear window openings on all floors, stone belt courses, stone framed entrances and window openings and heavy overhanging cornices; and 3) north façade with central bay with windows in rectilinear openings separated by wide stone panels and topped by an arched window. With the following interior elements: 1) concrete structural system; and 2) detailing of the southeast staircase.",,27/04/2017,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Annabella-90-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Annabella-90-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=147364&js=y,N/A,"(49.903587705431285, -97.12241470427416)",POINT (-97.122414704274 49.903587705431)
Commemorative List,Middle Gate,2,A.E. Spera House,1904,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=138994&js=y,N/A,"(49.87872005951567, -97.1585619812615)",POINT (-97.158561981261 49.878720059516)
List of Historical Resources,St Mary Avenue,425,Winnipeg Clinic,1942,"With the following exterior elements:1) brick, stone and concrete building of varying heights located on the northeast corner of St. Mary Avenue and Vaughan Street, its main facades facing west onto Vaughan Street and south onto St. Mary Avenue, its east facade facing a public lane and parking lot and its north facade facing a parking lot and heating plant;2) the two-storey section with its smooth limestone cladding, single pane windows in rectilinear openings on the west side, curved canopy over the west entrance topped by glass block-filled openings and supported by an illuminated stone-clad pillar with carved medical symbols, curved southwest corner filled with glass block, small portion of the stone-clad east facade with a large main floor rectilinear window opening and three stained glass panes on the second floor, a south facade with thin window openings and a plain, brick-clad north façade; 3) low limestone planters with carved geometric shapes at the southwest corner and along the south façade; and 4) the smooth limestone-clad 11- and 12-storey tower portion with slender, glass block filled openings on the west elevation, the south elevation with its projecting concrete and metal canopies curving around the southwest corner and accented by a shallow wall of pink limestone running the entire height of the tower with four small square glass block openings at each of the first five storeys, rectilinear window openings with canted windows in the southwest corner, an east facade with its rectilinear window openings with continuous concrete heads and slender, paired glass block filled openings and the north facade with its brick cladding, windows in rectilinear openings with brick sills and continuous concrete heads and slender, glass block filled windows at its west end.With the following interior elements: 1) recessed illuminated ceiling coves in the basement;2) metal and wood stair detailing; and3) carved wood detailing on tower windows.",,25/10/2017,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/StMary425-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/StMary425-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=143783&js=y,N/A,"(49.88939542226269, -97.14808054818145)",POINT (-97.148080548181 49.889395422263)
Commemorative List,Assiniboine Avenue,434,L.A. Hamilton House (Chalet Apartments),1894,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=128395&js=y,N/A,"(49.883362243498894, -97.14271457380555)",POINT (-97.142714573806 49.883362243499)
